county,state,fips,cancer_rate,avg_annual_count,five_year_trend,has_cancer_data,rural_rural,rural_urban,trend_,trend_falling,trend_rising,trend_stable
red river county,texas,48387,473.7,92,-0.5,1,True,False,False,False,False,True
brown county,wisconsin,55009,473.7,1473,-0.2,1,False,True,False,False,False,True
alcona county,michigan,26001,473.7,101,-1.1,1,True,False,False,False,False,True
middlesex county,connecticut,09007,473.7,1152,-0.5,1,False,True,False,True,False,False
sabine county,texas,48403,473.5,89,1.5,1,True,False,False,False,False,True
jasper county,iowa,19099,473.5,244,0,1,False,True,False,False,False,True
miami county,ohio,39109,473.5,677,0.2,1,False,True,False,False,False,True
sunflower county,mississippi,28133,473.4,141,1.3,1,True,False,False,False,True,False
ramsey county,minnesota,27123,473.3,2919,-0.2,1,False,True,False,False,False,True
liberty county,georgia,13179,473.1,245,-0.3,1,False,True,False,False,False,True
gentry county,missouri,29075,473.1,40,0.5,1,True,False,False,False,False,True
salem city,virginia,51775,473.1,161,0.5,1,False,True,False,False,False,True
garvin county,oklahoma,40049,473,154,-0.4,1,True,False,False,False,False,True
cocke county,tennessee,47029,473,257,0.4,1,True,False,False,False,False,True
rabun county,georgia,13241,473,139,0.5,1,True,False,False,False,False,True
talbot county,maryland,24041,472.8,321,-0.1,1,True,False,False,False,False,True
bradford county,florida,12007,472.8,172,-0.1,1,True,False,False,False,False,True
ware county,georgia,13299,472.8,213,0,1,True,False,False,False,False,True
new haven county,connecticut,09009,472.8,5258,0.5,1,False,True,False,False,False,True
armstrong county,pennsylvania,42005,472.8,477,0.2,1,False,True,False,False,False,True
st. marys county,maryland,24037,472.6,592,0,1,False,True,False,False,False,True
union county,tennessee,47173,472.6,127,-1.8,1,False,True,False,True,False,False
lee county,illinois,17103,472.6,232,-0.5,1,True,False,False,False,False,True
island county,washington,53029,472.6,645,-0.9,1,True,False,False,True,False,False
attala county,mississippi,28007,472.6,116,0.7,1,True,False,False,False,False,True
taylor county,florida,12123,472.5,142,0.2,1,True,False,False,False,False,True
greene county,north carolina,37079,472.5,123,0,1,True,False,False,False,False,True
liberty county,texas,48291,472.4,444,1,1,False,True,False,False,False,True
clay county,mississippi,28025,472.4,121,-0.2,1,True,False,False,False,False,True
manitowoc county,wisconsin,55071,472.2,571,0,1,True,False,False,False,False,True
lowndes county,georgia,13185,472.2,533,-0.3,1,False,True,False,False,False,True
windham county,connecticut,09015,472.2,712,0,1,False,True,False,False,False,True
hardee county,florida,12049,472,139,0.9,1,True,False,False,False,True,False
henry county,illinois,17073,472,335,-0.3,1,False,True,False,False,False,True
peach county,georgia,13225,472,162,-0.3,1,False,True,False,False,False,True
andrew county,missouri,29003,471.9,117,0.4,1,False,True,False,False,False,True
union county,south carolina,45087,471.9,184,0.2,1,False,True,False,False,False,True
otoe county,nebraska,31131,471.8,103,0.1,1,True,False,False,False,False,True
grant county,arkansas,05053,471.8,114,0.2,1,False,True,False,False,False,True
rappahannock county,virginia,51157,471.8,59,6.8,1,False,True,False,False,True,False
sagadahoc county,maine,23023,471.7,272,-1.3,1,False,True,False,True,False,False
oakland county,michigan,26125,471.7,7743,-0.9,1,False,True,False,True,False,False
sumter county,florida,12119,471.6,1729,-0.5,1,False,True,False,False,False,True
crockett county,tennessee,47033,471.6,88,1.1,1,False,True,False,False,False,True
saline county,illinois,17165,471.5,162,-0.3,1,True,False,False,False,False,True
monroe county,wisconsin,55081,471.5,281,-0.4,1,True,False,False,False,False,True
king george county,virginia,51099,471.5,137,-0.3,1,True,False,False,False,False,True
knox county,illinois,17095,471.5,341,-0.2,1,True,False,False,False,False,True
butte county,idaho,16023,471.5,18,4.7,1,False,True,False,False,True,False
union county,pennsylvania,42119,471.4,266,-0.3,1,True,False,False,False,False,True
okeechobee county,florida,12093,471.4,262,-1.9,1,True,False,False,False,False,True
wilkinson county,mississippi,28157,471.4,55,0.3,1,True,False,False,False,False,True
delaware county,iowa,19055,471.3,120,0.5,1,True,False,False,False,False,True
orange county,new york,36071,471.3,2087,-0.6,1,False,True,False,True,False,False
edmonson county,kentucky,21061,471.2,84,-0.5,1,False,True,False,False,False,True
madison parish,louisiana,22065,471.2,57,0.8,1,True,False,False,False,False,True
sandusky county,ohio,39143,471.1,381,0,1,True,False,False,False,False,True
coffee county,tennessee,47031,471.1,342,0.3,1,True,False,False,False,False,True
pocahontas county,west virginia,54075,471,63,0.3,1,True,False,False,False,False,True
kane county,utah,49025,471,56,0.5,1,True,False,False,False,False,True
fairfield county,ohio,39045,471,911,-0.1,1,False,True,False,False,False,True
roscommon county,michigan,26143,471,230,-0.6,1,True,False,False,False,False,True
hamilton county,ohio,39061,470.8,4619,-0.2,1,False,True,False,False,False,True
dallas county,missouri,29059,470.8,113,0.7,1,False,True,False,False,False,True
chatham county,north carolina,37037,470.8,573,0.1,1,False,True,False,False,False,True
pope county,minnesota,27121,470.7,83,-0.4,1,True,False,False,False,False,True
conway county,arkansas,05029,470.6,136,2.3,1,True,False,False,False,False,True
mercer county,missouri,29129,470.6,26,0.3,1,True,False,False,False,False,True
rock county,minnesota,27133,470.6,63,0.1,1,False,True,False,False,False,True
saginaw county,michigan,26145,470.6,1231,0.6,1,False,True,False,False,False,True
kennebec county,maine,23011,470.5,841,-0.8,1,True,False,False,True,False,False
richardson county,nebraska,31147,470.5,61,-0.7,1,True,False,False,False,False,True
will county,illinois,17197,470.5,3588,-0.4,1,False,True,False,True,False,False
clay county,texas,48077,470.3,75,0.2,1,False,True,False,False,False,True
claiborne county,tennessee,47025,470.3,215,-4.6,1,True,False,False,True,False,False
alpena county,michigan,26007,470.2,219,-0.7,1,True,False,False,False,False,True
stearns county,minnesota,27145,470.2,835,1,1,False,True,False,False,False,True
lake county,montana,30047,470.2,222,0,1,True,False,False,False,False,True
scott county,minnesota,27139,470.2,697,-0.2,1,False,True,False,False,False,True
clarke county,iowa,19039,470.1,58,0.5,1,True,False,False,False,False,True
bibb county,georgia,13021,470,874,-0.4,1,False,True,False,True,False,False
caldwell parish,louisiana,22021,470,60,-0.3,1,True,False,False,False,False,True
pembina county,north dakota,38067,469.9,52,1.3,1,True,False,False,False,False,True
jackson county,wisconsin,55053,469.9,138,-0.4,1,True,False,False,False,False,True
calcasieu parish,louisiana,22019,469.9,1154,-0.6,1,False,True,False,True,False,False
clark county,wisconsin,55019,469.9,200,-0.6,1,True,False,False,False,False,True
merrick county,nebraska,31121,469.8,50,-0.5,1,False,True,False,False,False,True
st. lucie county,florida,12111,469.7,2413,0.1,1,False,True,False,False,False,True
tensas parish,louisiana,22107,469.7,32,7.4,1,True,False,False,False,True,False
marshall county,mississippi,28093,469.6,218,-4.6,1,False,True,False,False,False,True
kanabec county,minnesota,27065,469.6,115,-0.2,1,True,False,False,False,False,True
rutland county,vermont,50021,469.6,451,0.5,1,True,False,False,False,False,True
georgetown county,south carolina,45043,469.5,515,-0.2,1,True,False,False,False,False,True
mcpherson county,south dakota,46089,469.5,19,1.8,1,True,False,False,False,False,True
suwannee county,florida,12121,469.5,304,0,1,True,False,False,False,False,True
potter county,texas,48375,469.3,584,-0.5,1,False,True,False,True,False,False
forsyth county,north carolina,37067,469.3,2169,-0.4,1,False,True,False,True,False,False
smith county,texas,48423,469.3,1322,0.6,1,False,True,False,False,False,True
wilkes county,georgia,13317,469.3,72,0,1,True,False,False,False,False,True
columbiana county,ohio,39029,469.3,694,-0.3,1,True,False,False,False,False,True
floyd county,georgia,13115,469.3,562,-0.2,1,False,True,False,False,False,True
johnson county,illinois,17087,469.3,88,-0.8,1,True,False,False,False,False,True
trinity county,texas,48455,469.2,108,1,1,True,False,False,False,True,False
sharkey county,mississippi,28125,469.1,25,-1.7,1,True,False,False,False,False,True
clare county,michigan,26035,469,234,-0.4,1,True,False,False,False,False,True
morris county,new jersey,34027,469,3145,-0.7,1,False,True,False,True,False,False
miller county,missouri,29131,468.9,158,0.8,1,True,False,False,False,False,True
emanuel county,georgia,13107,468.9,130,0.2,1,True,False,False,False,False,True
dyer county,tennessee,47045,468.9,224,1,1,True,False,False,False,True,False
hartford county,connecticut,09003,468.8,5372,0.6,1,False,True,False,False,False,True
carroll county,ohio,39019,468.8,188,0.1,1,False,True,False,False,False,True
roanoke city,virginia,51770,468.8,589,-0.5,1,False,True,False,False,False,True
mcclain county,oklahoma,40087,468.8,226,-0.7,1,False,True,False,False,False,True
stephens county,oklahoma,40137,468.7,283,-0.2,1,True,False,False,False,False,True
delaware county,new york,36025,468.7,339,-0.4,1,True,False,False,False,False,True
leon county,texas,48289,468.7,121,0.4,1,True,False,False,False,False,True
berkeley county,west virginia,54003,468.7,660,-0.5,1,False,True,False,False,False,True
wayne county,iowa,19185,468.7,45,-0.4,1,True,False,False,False,False,True
roger mills county,oklahoma,40129,468.6,22,0.1,1,True,False,False,False,False,True
bosque county,texas,48035,468.6,139,2.1,1,False,True,False,False,False,True
coweta county,georgia,13077,468.6,777,0.2,1,False,True,False,False,False,True
greenwood county,south carolina,45047,468.6,428,-0.1,1,True,False,False,False,False,True
charlotte county,florida,12015,468.5,1942,0.3,1,False,True,False,False,False,True
plaquemines parish,louisiana,22075,468.5,122,-0.2,1,False,True,False,False,False,True
jackson county,michigan,26075,468.4,991,-0.5,1,False,True,False,False,False,True
stone county,mississippi,28131,468.4,107,-0.9,1,False,True,False,True,False,False
burke county,georgia,13033,468.3,142,-0.1,1,False,True,False,False,False,True
wayne county,tennessee,47181,468.3,107,0.2,1,True,False,False,False,False,True
okanogan county,washington,53047,468.3,293,0.2,1,True,False,False,False,False,True
lynn county,texas,48305,468.2,32,-6.5,1,False,True,False,False,False,True
young county,texas,48503,468.2,116,-0.5,1,True,False,False,False,False,True
wood county,ohio,39173,468.1,707,0.3,1,False,True,False,False,False,True
lincoln county,montana,30053,468.1,167,0.2,1,True,False,False,False,False,True
sumner county,tennessee,47165,468.1,1107,-0.3,1,False,True,False,False,False,True
meeker county,minnesota,27093,468.1,156,0.3,1,True,False,False,False,False,True
douglas county,washington,53017,468.1,251,-0.3,1,False,True,False,False,False,True
wythe county,virginia,51197,468,198,1,1,True,False,False,False,True,False
tolland county,connecticut,09013,468,854,-0.4,1,False,True,False,True,False,False
putnam county,illinois,17155,467.9,41,-1.1,1,True,False,False,False,False,True
st. clair county,michigan,26147,467.9,1047,-0.9,1,False,True,False,True,False,False
whitfield county,georgia,13313,467.9,533,2.7,1,False,True,False,False,False,True
vernon county,wisconsin,55123,467.8,205,-0.3,1,False,True,False,False,False,True
mineral county,west virginia,54057,467.8,185,3.5,1,True,False,False,False,False,True
warren county,iowa,19181,467.8,295,0.2,1,False,True,False,False,False,True
mcintosh county,georgia,13191,467.7,95,-1.8,1,False,True,False,False,False,True
caldwell county,kentucky,21033,467.7,87,-0.6,1,True,False,False,True,False,False
borden county,texas,48033,467.6,4,-999,1,True,False,True,False,False,False
perry county,missouri,29157,467.5,122,0.3,1,True,False,False,False,False,True
chattooga county,georgia,13055,467.5,152,0.7,1,True,False,False,False,False,True
berrien county,georgia,13019,467.5,111,0.8,1,True,False,False,False,False,True
davison county,south dakota,46035,467.5,123,0.5,1,True,False,False,False,False,True
crittenden county,arkansas,05035,467.4,256,1.3,1,False,True,False,False,True,False
lincoln county,oklahoma,40081,467.4,216,1.6,1,False,True,False,False,True,False
morgan county,alabama,01103,467.3,737,-0.6,1,False,True,False,True,False,False
greenville county,south carolina,45045,467.3,2926,-0.4,1,False,True,False,True,False,False
warren county,pennsylvania,42123,467.2,288,-0.8,1,True,False,False,False,False,True
ashtabula county,ohio,39007,467.1,638,-0.9,1,False,True,False,True,False,False
robertson county,tennessee,47147,467.1,401,-3.1,1,False,True,False,True,False,False
park county,wyoming,56029,467,209,0.1,1,True,False,False,False,False,True
cherokee county,north carolina,37039,467,248,-0.1,1,True,False,False,False,False,True
warren county,ohio,39165,466.9,1309,2.1,1,False,True,False,False,False,True
henry county,iowa,19087,466.9,129,0.2,1,True,False,False,False,False,True
summit county,utah,49043,466.8,219,0.7,1,True,False,False,False,True,False
seminole county,florida,12117,466.8,2626,-0.3,1,False,True,False,False,False,True
ste. genevieve county,missouri,29186,466.8,122,1.1,1,True,False,False,False,False,True
erie county,ohio,39043,466.7,542,-0.1,1,False,True,False,False,False,True
henderson county,north carolina,37089,466.7,907,-0.4,1,False,True,False,False,False,True
johnson county,georgia,13167,466.4,60,1.5,1,True,False,False,False,True,False
greene county,alabama,01063,466.4,55,0.6,1,False,True,False,False,False,True
nelson county,north dakota,38063,466.4,26,0.4,1,True,False,False,False,False,True
clay county,alabama,01027,466.4,96,-0.5,1,True,False,False,False,False,True
payne county,oklahoma,40119,466.4,350,-0.4,1,True,False,False,False,False,True
adams county,nebraska,31001,466.4,189,-0.2,1,True,False,False,False,False,True
de witt county,illinois,17039,466.2,104,-3.4,1,True,False,False,True,False,False
gage county,nebraska,31067,466.1,151,0.2,1,True,False,False,False,False,True
aroostook county,maine,23003,466.1,513,-0.7,1,True,False,False,True,False,False
nicollet county,minnesota,27103,466.1,190,-0.2,1,False,True,False,False,False,True
haskell county,oklahoma,40061,466,75,3.7,1,True,False,False,False,False,True
snyder county,pennsylvania,42109,466,253,-0.1,1,True,False,False,False,False,True
washington county,nebraska,31177,466,128,0.2,1,False,True,False,False,False,True
shelby county,missouri,29205,466,41,-0.4,1,True,False,False,False,False,True
geauga county,ohio,39055,466,646,1.3,1,False,True,False,False,False,True
woods county,oklahoma,40151,465.9,49,0.2,1,True,False,False,False,False,True
